token,df_job,df_resume,df_ratio_job,df_ratio_resume,tf_job,tf_resume,tf_total,df_total,df_ratio_total,idf
SparkSQL,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
SpringBoot,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
YYY,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
data,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
kafka,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
visualization,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
xx,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
xxx,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
一定,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
一致性,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
万里学院,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
上线,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
业界,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
东软,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
个,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
中北大学,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
中台,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
中台部,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
丰富,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
了解,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
交互,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
交互式,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
交付,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
亦可,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
产出,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
人,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
从,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
以,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
以及,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
价值,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
任,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
任务调度,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
企业,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
优秀人才,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
体验,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
作业,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
信息管理系统,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
修复,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
候选人,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
做后,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
充满,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
冶金,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
出具,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
分享,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
创新,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
初级,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
利用,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
制定,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
助教,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
北京大学,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
北京联合大学,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
升级,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
华东师范大学,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
协助,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
协同,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
南京航空航天大学,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
南方,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
原理,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
取数,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
可,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
可用,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
同学,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
吧,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
周报,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
命令,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
哈尔滨工程大学,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
哈尔滨理工大学,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
响应速度,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
商业职业,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
四川大学,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
团队精神,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
国家级,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
图书,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
城建,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
基本,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
天府,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
好,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
存储,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
学生会,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
实习,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
实时处理,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
审查,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
宣传部,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
将,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
就职,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
山东大学,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
山西财经大学,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
岭南,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
工商职业,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
带,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
广西南宁,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
库及,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
应届生,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
建立,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
建筑,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
开源,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
引擎,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
快,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
承担,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
技术部,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
抗压,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
指导,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
描述,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
提供,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
提高,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
支付,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
攻坚能力,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
效果,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
数据库系统,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
数据管理,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
数据链,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
新华,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
方案设计,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
方法,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
最低,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
有限责任,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
服务端,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
来,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
校,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
桂林,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
梳理,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
每日,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
比赛,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
毕业设计,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
求实,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
江西财经大学,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
河北大学,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
河北师范大学,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
洞察,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
流,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
流转,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
测试,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
济南,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
浙江工业大学,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
海洋,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
海纳,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
深厚,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
湖,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
湖南,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
湖南大学,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
激情,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
热爱,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
现有,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
理论,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
瓶颈,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
电力,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
电子信息,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
电子商务,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
番禺,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
研究生,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
策略,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
系统核心,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
组,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
经贸,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
经验丰富,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
网龙,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
者,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
职责,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
背景,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
至诚,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
航空航天,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
英语六级,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
获取,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
西南,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
西南财经大学,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
解决问题,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
计算成本,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
计算机信息,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
评审,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
读博,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
财经大学,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
赋能,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
路,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
转化,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
软件园,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
轻工,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
轻工业,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
运维及,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
运营,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
运营部,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
迭代,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
部门,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
金融,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
铁道,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
长沙,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
降低,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
难题,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
预估,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
驾驶舱,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
高校,0.0,1.0,0.0,0.003048780487804878,0.0,1.0,1.0,1.0,0.0026041666666666665,6.260096153727839
高精度,1.0,0.0,0.017857142857142856,0.0,1.0,0.0,1.0,1.0,0.0026041666666666665,6.260096153727839
